latitude,longitude,price,beds,baths,sq_feet,cats,dogs,nearestSchool,nearestPolice,restaurantCount,cemeteryCount,healthCareCount,communityCentreCount,placeOfWorshipCount,leisureCount,shopCount,tourismCount,lease_term_12 months,lease_term_6 months,lease_term_Long Term,lease_term_Negotiable,lease_term_Short Term,lease_term_months,furnishing_Furnished,furnishing_Negotiable,furnishing_Unfurnished,"furnishing_Unfurnished, Negotiable",type_Apartment,type_Basement,type_Condo Unit,type_Duplex,type_House,type_Loft,type_Main Floor,type_Mobile,type_Room For Rent,type_Townhouse,type_Vacation Home,smoking_Negotiable,smoking_Non-Smoking,smoking_Smoke Free Building,smoking_Smoking Allowed,latitude_standardized,longitude_standardized,beds_standardized,baths_standardized,sq_feet_standardized,nearestSchool_standardized,nearestPolice_standardized,restaurantCount_standardized,cemeteryCount_standardized,healthCareCount_standardized,placeOfWorshipCount_standardized,leisureCount_standardized,shopCount_standardized,tourismCount_standardized
51.0230615,-114.0970589,<2000,2,1.0,850,0,0,1.8565920647027172,3.287520612684299,51,0,12,0,3,11,10,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7130919192308057,-0.4517091816869829,0.011428663462756623,-0.7585954733562923,-0.28170455404586264,-0.3749557498685199,-0.3170415026805476,-0.2119360491999958,-0.012317550292698928,0.23525172198808922,2.4966983265338047,0.848935119166606,-0.1117220916676058,-0.5675575997629827
51.0392516,-114.0772623,<2000,1,1.0,450,0,0,0.5079762757221489,1.0221789765305105,367,0,27,0,1,23,46,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.7007201784898328,-0.42132319458675543,-0.9668352441090436,-0.7585954733562923,-0.9887214385111034,-0.6587514069717642,-0.4554937454252262,2.775718883877851,-0.012317550292698928,1.8738427811928542,0.3391345832291886,2.7204920498479863,2.1868100354912277,0.6930935370729482
50.8741643,-114.0643873,>=2000,3,2.5,1400,0,0,4.426376368413159,13.72472256128456,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8268724119675077,-0.40156123627495455,0.989692571034557,1.2320758331697816,0.6904436620938433,0.16581622614133218,0.3208552254334165,-0.6373932390370309,-0.012317550292698928,-0.9663817214287386,-0.7396472884231193,-0.8666587339579926,-0.7502032381006152,-0.5675575997629827
51.1776001,-114.0874035,<2000,2,1.0,950,0,0,8.515434190423303,2.359262831575712,16,0,2,0,0,6,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5950005242627319,-0.43688901762610155,0.011428663462756623,-0.7585954733562923,-0.10495033292955248,1.0262961797445225,-0.3737743899363036,-0.5428471968510231,-0.012317550292698928,-0.8571423174817543,-0.7396472884231193,0.06911973138269756,-0.6225070088140132,-0.5675575997629827
51.07855,-114.1439,<2000,1,1.0,545,1,1,1.089488897058313,6.496139626813887,103,0,16,0,0,9,45,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.6706901220766566,-0.5236060256077212,-0.9668352441090436,-0.7585954733562923,-0.8208049284506087,-0.536380930640121,-0.12093841097482363,0.27970337016724484,-0.012317550292698928,0.6722093377760266,-0.7396472884231193,0.5370089640530427,2.122961920847927,-0.5675575997629827
51.077515700639,-114.05854308728,<2000,2,1.0,650,0,0,3.876576760481388,3.57847861453889,31,0,7,0,1,3,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6714804867774845,-0.3925908993321877,0.011428663462756623,-0.7585954733562923,-0.635212996278483,0.050119270579179025,-0.299258848065293,-0.40102813357201145,-0.012317550292698928,-0.31094529774683255,0.3391345832291886,-0.39876950128764754,-0.3671145502408095,-0.5675575997629827
50.916091694074,-114.108616583606,<2000,1,1.0,800,0,0,1.2178892931116596,9.384728616233328,10,0,5,0,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7948333974198485,-0.4694491787046811,-0.9668352441090436,-0.7585954733562923,-0.37008166460401776,-0.5093610224735251,0.055605213867445345,-0.5995748221626278,-0.012317550292698928,-0.5294241056408012,0.3391345832291886,-0.5547325788444293,-0.6225070088140132,-0.3574490769569942
51.189408,-114.0498012,<2000,1,1.0,500,0,0,11.345430874806048,3.558605868657267,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5859774621756959,-0.3791728945171337,-0.9668352441090436,-0.7585954733562923,-0.9003443279529483,1.621825888952143,-0.3004734225881351,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.8666587339579926,-0.7502032381006152,-0.5675575997629827
51.0685786,-114.0904628,<2000,1,1.0,800,0,0,2.4457801458104957,3.02182702791604,36,0,6,0,2,2,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.6783098140874835,-0.44158476590287027,-0.9668352441090436,-0.7585954733562923,-0.37008166460401776,-0.2509700899039599,-0.33328005677188355,-0.35375511247900754,-0.012317550292698928,-0.4201847016938169,1.4179164548814966,-0.5547325788444293,-0.5586588941707124,-0.14734055415100572
50.9247909,-113.9414345,<2000,2,1.0,900,0,0,8.61601995117691,12.261605944198548,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7881858584689596,-0.21283982983452931,0.011428663462756623,-0.7585954733562923,-0.19332744348770758,1.0474629214522386,0.2314330500760156,-0.6468478432556317,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.08684334617408415,-0.7502032381006152,-0.5675575997629827
51.0386245,-114.0603557,>=2000,2,2.5,2200,0,0,0.7808824051366698,0.9188367552944132,292,0,22,0,1,21,41,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.7011993798918437,-0.3953730956046643,0.011428663462756623,1.2320758331697816,2.104477431024325,-0.6013224676418739,-0.46180977390940975,2.0666235674827926,-0.012317550292698928,1.3276457614579327,0.3391345832291886,2.408565894734423,1.867569462274723,1.5335276282969021
51.1572947,-114.1316951,>=2000,3,2.5,1850,0,0,5.395516019246993,4.376591275015914,13,0,2,0,0,10,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.6105169907726165,-0.5048726100737546,0.989692571034557,1.2320758331697816,1.4858376571172391,0.3697569083434145,-0.25048011816317567,-0.5712110095068255,-0.012317550292698928,-0.8571423174817543,-0.7396472884231193,0.6929720416098244,-0.5586588941707124,-0.5675575997629827
51.039752494,-114.060494628,>=2000,2,2.0,870,1,1,0.7862920801256384,0.8073312008226874,302,0,24,0,1,21,42,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.7003374179938083,-0.3955863374954846,0.011428663462756623,0.5685187309944237,-0.24635370982260063,-0.6001840839148305,-0.46862472572449715,2.1611696096688005,-0.012317550292698928,1.5461245693519015,0.3391345832291886,2.408565894734423,1.931417576918024,1.5335276282969021
51.0546398,-114.1132385,<2000,1,1.0,750,0,0,2.158246761993967,3.382306893275535,15,0,5,0,0,4,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6889612133895452,-0.4765434015473155,-0.9668352441090436,-0.7585954733562923,-0.45845877516217287,-0.3114771121901322,-0.3112483927496479,-0.5523018010696239,-0.012317550292698928,-0.5294241056408012,-0.7396472884231193,-0.24280642373086586,-0.49481077952741137,-0.5675575997629827
51.169712231746,-113.966984830688,<2000,2,1.0,780,0,0,9.4666865382844,7.202998235646636,5,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6010280757316819,-0.25205727215758444,0.011428663462756623,-0.7585954733562923,-0.4054325088272798,1.226472751410134,-0.07773690964964618,-0.6468478432556317,-0.012317550292698928,-0.9663817214287386,-0.7396472884231193,-0.710695656401211,-0.6863551234573142,-0.5675575997629827
51.142571,-114.1689978,<2000,1,1.0,1200,0,0,3.719349541578468,7.228047559128894,3,0,1,0,0,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.6217681750857392,-0.562128874331457,-0.9668352441090436,-0.7585954733562923,0.336935219861223,0.017033196496657126,-0.07620595513046648,-0.6657570516928333,-0.012317550292698928,-0.9663817214287386,-0.7396472884231193,0.848935119166606,-0.7502032381006152,-0.5675575997629827
51.149902,-114.0459373,>=2000,2,2.0,855,0,0,7.666052129504638,1.950660365722464,24,0,3,0,0,9,2,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.6161661571011644,-0.3732421581504555,0.011428663462756623,0.5685187309944237,-0.27286684299004715,0.847556658763285,-0.39874719178019624,-0.4672103631022169,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,0.5370089640530427,-0.6225070088140132,0.06276796865498277
51.0909799,-114.143214,>=2000,3,1.0,1200,0,0,1.746921845062389,7.32562142614321,86,0,25,0,1,7,54,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6611917557764977,-0.5225530777706775,0.989692571034557,-0.7585954733562923,0.336935219861223,-0.3980341776177686,-0.0702424746091179,0.11897509845103155,-0.012317550292698928,1.6553639732988858,0.3391345832291886,0.22508280893947927,2.697594952637635,-0.5675575997629827
50.9027022,-114.1166653,>=2000,3,2.5,2460,1,1,0.4827621828868961,10.970882301801808,10,0,7,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.8050650420258896,-0.4818032290224926,0.989692571034557,1.2320758331697816,2.5640384059267314,-0.6640573288680603,0.15254711949433913,-0.5995748221626278,-0.012317550292698928,-0.31094529774683255,-0.7396472884231193,-0.710695656401211,-0.5586588941707124,-0.5675575997629827
51.180506990391,-114.13187209303,<2000,2,1.0,1000,0,0,5.5658815817389415,4.949135296779461,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5927792103560908,-0.5051442783362988,0.011428663462756623,-0.7585954733562923,-0.016573222371397387,0.4056077467736199,-0.21548760197130906,-0.6752116559114341,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.5547325788444293,-0.7502032381006152,-0.5675575997629827
50.8524414,-114.002021,>=2000,4,3.0,1800,0,1,8.073676514496846,16.878615090965393,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.8434720677412236,-0.3058346171944108,1.9679564786063573,1.8956329353451395,1.3974605465590841,0.9333350035931455,0.5136135657830816,-0.6752116559114341,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.6863551234573142,-0.5675575997629827
50.946394987429,-114.121114084656,>=2000,4,3.0,1254,0,0,3.18508479110694,6.599885467428882,11,0,5,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.7716769938778262,-0.488631710335907,1.9679564786063573,1.8956329353451395,0.4323824992640305,-0.09539468486589209,-0.11459771424310877,-0.590120217944027,-0.012317550292698928,-0.5294241056408012,-0.7396472884231193,-0.39876950128764754,-0.6863551234573142,-0.5675575997629827
51.096421,-114.0572119,>=2000,2,2.0,1100,0,0,4.103682856344301,2.674967961704605,30,0,10,0,0,3,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6570339137282286,-0.3905476474849951,0.011428663462756623,0.5685187309944237,0.1601809987449128,0.09791029025594515,-0.3544792502475461,-0.41048273779061223,-0.012317550292698928,0.016772914094120524,-0.7396472884231193,-0.39876950128764754,-0.49481077952741137,-0.5675575997629827
50.8705656,-113.9568435,<2000,2,1.0,630,0,0,8.881121255152499,16.294182637726067,9,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.8296223754269368,-0.23649124852398856,0.011428663462756623,-0.7585954733562923,-0.6705638405017451,1.103249454114406,0.47789445719814316,-0.6090294263812286,-0.012317550292698928,-0.9663817214287386,-0.7396472884231193,-0.5547325788444293,-0.6863551234573142,-0.3574490769569942
51.0454105,-114.053745,<2000,2,1.0,426,0,0,0.7354355072924795,0.9243033967932466,239,0,19,0,1,14,26,12,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.6960138262097605,-0.3852262701435534,0.011428663462756623,-0.7585954733562923,-1.031142451579018,-0.6108860752626519,-0.461475665903926,1.565529543896951,-0.012317550292698928,0.9999275496169797,0.3391345832291886,1.3168243518369511,0.9098477426252092,1.953744673908879
51.0645355,-114.2088829,>=2000,2,2.0,1030,0,0,2.4142002535599016,10.13702926486086,20,0,3,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.6813993678882548,-0.623348888580972,0.011428663462756623,0.5685187309944237,0.03645304396349567,-0.25761559735369965,0.10158402357916832,-0.50502877997662,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.39876950128764754,-0.7502032381006152,-0.3574490769569942
51.1557043,-114.1057115,>=2000,2,2.0,1065,0,0,7.212802944705975,2.595607509760267,7,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.611732302381223,-0.46499013861815686,0.011428663462756623,0.5685187309944237,0.09831702135420424,0.7521772695536428,-0.35932957056196024,-0.6279386348184302,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,0.5370089640530427,-0.6863551234573142,-0.5675575997629827
51.0418958,-114.0554583,>=2000,1,1.0,500,0,0,0.5129207751814356,0.9119085398956212,271,0,23,0,1,20,32,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.6986996006757822,-0.3878560303901909,-0.9668352441090436,-0.7585954733562923,-0.9003443279529483,-0.6577109123516057,-0.46223320980308347,1.868076878892176,-0.012317550292698928,1.436885165404917,0.3391345832291886,2.252602817177641,1.2929364304850146,1.5335276282969021
51.055631,-114.0786236,>=2000,3,3.5,3000,0,0,1.0712048964959655,1.3665533911924912,240,0,15,0,3,16,28,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.688203783267281,-0.42341266673043326,0.989692571034557,2.5591900375204975,3.518511199954806,-0.5402285201437186,-0.43444640788774563,1.5749841481155518,-0.012317550292698928,0.5629699338290423,2.4966983265338047,1.6287505069505144,1.037543971911811,1.1133105826849252
51.0431857,-114.1005262,>=2000,2,1.0,1050,1,1,1.1627445806615442,2.364559984803676,169,0,12,0,1,9,25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.6977139175495619,-0.45703117299220697,0.011428663462756623,-0.7585954733562923,0.0718038881867577,-0.5209653875072311,-0.373450640647071,0.9037072485948964,-0.012317550292698928,0.23525172198808922,0.3391345832291886,0.5370089640530427,0.8459996279819082,-0.5675575997629827
51.0703414,-114.0906644,<2000,1,1.0,500,0,0,2.6416214290038056,3.1953847922828693,33,0,6,0,2,2,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6769627622114534,-0.4418942036345674,-0.9668352441090436,-0.7585954733562923,-0.9003443279529483,-0.2097582739769044,-0.32267262284719817,-0.3821189251348099,-0.012317550292698928,-0.4201847016938169,1.4179164548814966,-0.5547325788444293,-0.6863551234573142,-0.14734055415100572
50.9551386,-114.079349,>=2000,3,1.0,1126,0,0,1.4627889407317445,4.727489620531295,44,0,18,0,0,3,25,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.7649955213811862,-0.42452608999717134,0.989692571034557,-0.7585954733562923,0.20613709623515344,-0.45782562077603217,-0.22903405363293214,-0.2781182787302013,-0.012317550292698928,0.8906881456699953,-0.7396472884231193,-0.39876950128764754,0.8459996279819082,-0.14734055415100572
51.0656351,-114.1074878,>=2000,3,2.0,1100,1,0,2.029679253342352,3.59233282981386,40,0,10,0,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.6805591033983003,-0.46771659815596883,0.989692571034557,0.5685187309944237,0.1601809987449128,-0.33853218665837115,-0.29841211168536935,-0.3159366956046044,-0.012317550292698928,0.016772914094120524,0.3391345832291886,-0.710695656401211,-0.5586588941707124,-0.3574490769569942
50.8636912,-113.9492969,>=2000,2,1.5,1000,0,0,9.747742505701032,17.2210793513247,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.834875480383036,-0.22490790137089012,0.011428663462756623,-0.09503837118093428,-0.016573222371397387,1.285616700048081,0.5345441592749962,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.8666587339579926,-0.7502032381006152,-0.5675575997629827
51.0015146,-114.0738689,<2000,2,1.0,907,0,0,2.577172661690112,0.4527772668249865,80,0,19,0,2,7,26,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7295570837802271,-0.4161146330849736,0.011428663462756623,-0.7585954733562923,-0.18095464800956587,-0.22332053568163318,-0.4902942110473714,0.06224747313942686,-0.012317550292698928,0.9999275496169797,1.4179164548814966,0.22508280893947927,0.9098477426252092,-0.5675575997629827
50.8869432,-114.0492321,<2000,5,3.0,1777,0,0,3.1589305296271317,12.403439732585344,2,0,3,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8171073556828152,-0.3782993775870064,2.9462203861781577,1.8956329353451395,1.3568070757023327,-0.10089845093726742,0.24010159074366832,-0.6752116559114341,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.710695656401211,-0.6863551234573142,-0.5675575997629827
51.0371998,-114.0641308,>=2000,1,1.0,650,1,1,0.9419176489744442,0.9732795873626094,300,0,23,0,0,23,46,11,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.7022880710693896,-0.4011675320180924,-0.9668352441090436,-0.7585954733562923,-0.635212996278483,-0.5674350526974974,-0.45848235870593,2.142260401231599,-0.012317550292698928,1.436885165404917,-0.7396472884231193,2.7204920498479863,2.1868100354912277,1.7436361511028906
50.9044529,-113.979562,<2000,3,1.5,1100,0,0,5.954751544903363,12.24404232974828,2,0,1,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.8037272364215235,-0.2713620873517001,0.989692571034557,-0.09503837118093428,0.1601809987449128,0.4874395091077857,0.23035960412308154,-0.6752116559114341,-0.012317550292698928,-0.9663817214287386,-0.7396472884231193,0.22508280893947927,-0.7502032381006152,-0.5675575997629827
51.1226457,-114.1892366,>=2000,3,2.0,1400,1,1,3.7987224093082648,9.345079299042895,51,0,26,0,2,11,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6369941864004334,-0.5931935983610562,0.989692571034557,0.5685187309944237,0.6904436620938433,0.03373600788119083,0.053181942780780034,-0.2119360491999958,-0.012317550292698928,1.76460337724587,1.4179164548814966,0.848935119166606,-0.1117220916676058,-0.5675575997629827
51.1752629,-114.1465922,>=2000,4,3.5,2700,0,0,4.418582768622311,5.673625495407048,16,0,4,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.5967865065889553,-0.5277383086498202,1.9679564786063573,2.5591900375204975,2.9882485366058757,0.16417618174031326,-0.17120850020331527,-0.5428471968510231,-0.012317550292698928,-0.6386635095877856,-0.7396472884231193,-0.710695656401211,-0.6225070088140132,-0.5675575997629827
51.1789693,-114.0885777,<2000,2,1.0,700,0,0,8.460338855978454,2.5316069217378265,19,0,2,0,0,6,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.593954243670115,-0.4386913082241514,0.011428663462756623,-0.7585954733562923,-0.5468358857203279,1.0147022055601345,-0.3632411328655295,-0.5144833841952208,-0.012317550292698928,-0.8571423174817543,-0.7396472884231193,0.06911973138269756,-0.5586588941707124,-0.5675575997629827
51.147667288227,-114.186164407935,<2000,1,1.0,1500,0,0,2.4901440545744715,8.277484621394022,3,0,1,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.6178738225687244,-0.588478061932745,-0.9668352441090436,-0.7585954733562923,0.8671978832101536,-0.24163438084418537,-0.012066881106874065,-0.6657570516928333,-0.012317550292698928,-0.9663817214287386,-0.7396472884231193,0.6929720416098244,-0.7502032381006152,-0.5675575997629827
51.0280957,-114.1950801,>=2000,8,7.5,11700,1,1,4.190953663297051,9.171806365774858,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.7092450117232395,-0.6021628413431931,5.881012108893558,7.867646854923362,18.89612843707379,0.11627510268618355,0.042591917049102604,-0.590120217944027,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.7502032381006152,-0.5675575997629827
51.1285504,-114.2554484,>=2000,3,3.5,1700,0,0,3.054955264566902,13.457712035166258,1,0,3,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.6324820822409015,-0.6948227114756199,0.989692571034557,2.5591900375204975,1.220706325442774,-0.1227784622135384,0.30453618304814434,-0.6846662601300348,-0.012317550292698928,-0.7479029135347699,0.3391345832291886,-0.24280642373086586,-0.7502032381006152,-0.5675575997629827
51.0530356,-114.0661001,>=2000,2,2.0,923,1,1,1.4861654165670843,0.8100122090809786,288,0,22,0,3,16,31,14,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.6901870703327766,-0.4041902290669023,0.011428663462756623,0.5685187309944237,-0.15267397263095622,-0.4529063973955442,-0.4684608689356343,2.0288051506083895,-0.012317550292698928,1.3276457614579327,2.4966983265338047,1.6287505069505144,1.2290883158417136,2.3739617195208558
50.8623447,-113.971482,<2000,1,1.0,628,0,0,8.61880816968757,16.627739615645122,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.8359044146643362,-0.2589600195334819,-0.9668352441090436,-0.7585954733562923,-0.6740989249240713,1.0480496595809525,0.49828065896965174,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.5547325788444293,-0.7502032381006152,-0.5675575997629827
51.054383704619,-114.191854707576,<2000,2,1.5,2400,0,0,3.961723800664631,8.783124795108982,7,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.6891569098743514,-0.5972121562463149,0.011428663462756623,-0.09503837118093428,2.4579858732569453,0.06803716863186746,0.01883663249803481,-0.6279386348184302,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.24280642373086586,-0.6863551234573142,-0.5675575997629827
51.0266137,-114.1485453,>=2000,2,1.0,850,1,1,1.0549459925188116,6.089777687405142,33,0,18,0,0,4,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.7103774889641555,-0.5307361401666113,0.011428663462756623,-0.7585954733562923,-0.28170455404586264,-0.5436499589075809,-0.1457742772209153,-0.3821189251348099,-0.012317550292698928,0.8906881456699953,-0.7396472884231193,-0.24280642373086586,-0.17557020631090672,-0.5675575997629827
51.055595,-114.0785907,>=2000,3,3.5,3000,0,0,1.068515739767494,1.361969295904721,242,0,15,0,3,16,28,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.6882312928358875,-0.42336216821172773,0.989692571034557,2.5591900375204975,3.518511199954806,-0.5407944122288076,-0.43472657678740206,1.5938933565527533,-0.012317550292698928,0.5629699338290423,2.4966983265338047,1.6287505069505144,1.037543971911811,1.1133105826849252
51.1651584,-113.9567176,>=2000,2,2.0,1000,0,0,9.188536397099616,7.85683992470824,12,0,2,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.6045079075881525,-0.2362980034326126,0.011428663462756623,0.5685187309944237,-0.016573222371397387,1.1679402896549844,-0.03777567519132089,-0.5806656137254262,-0.012317550292698928,-0.8571423174817543,-0.7396472884231193,-0.5547325788444293,-0.6863551234573142,-0.5675575997629827
51.1861233,-114.1126203,>=2000,3,2.5,1717,0,0,7.036143879290991,4.220028208561098,15,0,2,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.5884874810645162,-0.4755945205664857,0.989692571034557,1.2320758331697816,1.2507545430325466,0.7150020592659242,-0.2600488769480347,-0.5523018010696239,-0.012317550292698928,-0.8571423174817543,-0.7396472884231193,-0.5547325788444293,-0.5586588941707124,-0.5675575997629827
50.8621378,-114.0232746,>=2000,2,2.0,690,1,1,6.405481647110662,15.448255949326986,14,0,4,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.8360625182683492,-0.33845696726631574,0.011428663462756623,0.5685187309944237,-0.564511307831959,0.5822887957447345,0.4261934486892082,-0.5617564052882247,-0.012317550292698928,-0.6386635095877856,-0.7396472884231193,-0.5547325788444293,-0.5586588941707124,-0.5675575997629827
50.9254687,-113.9299873,>=2000,3,2.5,1453,1,1,9.421120475852003,12.828151275115609,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.7876679144244944,-0.19526941514038734,0.989692571034557,1.2320758331697816,0.7841233992854878,1.216884067416315,0.26605894068347896,-0.6752116559114341,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.5547325788444293,-0.7502032381006152,-0.5675575997629827
51.0188179,-114.0667682,>=2000,2,1.0,2000,0,0,1.7374487093749296,2.41460315240233,22,0,1,0,0,7,6,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.7163346860456077,-0.40521570202597745,0.011428663462756623,-0.7585954733562923,1.7509689887917046,-0.40002765477354396,-0.3703921223743723,-0.4861195715394185,-0.012317550292698928,-0.9663817214287386,-0.7396472884231193,0.22508280893947927,-0.3671145502408095,-0.14734055415100572
