latitude,longitude,price,beds,baths,sq_feet,cats,dogs,nearestSchool,nearestPolice,restaurantCount,cemeteryCount,healthCareCount,communityCentreCount,placeOfWorshipCount,leisureCount,shopCount,tourismCount,lease_term_12 months,lease_term_6 months,lease_term_Long Term,lease_term_Negotiable,lease_term_Short Term,lease_term_months,furnishing_Furnished,furnishing_Negotiable,furnishing_Unfurnished,"furnishing_Unfurnished, Negotiable",type_Apartment,type_Basement,type_Condo Unit,type_Duplex,type_House,type_Loft,type_Main Floor,type_Mobile,type_Room For Rent,type_Townhouse,type_Vacation Home,smoking_Negotiable,smoking_Non-Smoking,smoking_Smoke Free Building,smoking_Smoking Allowed,latitude_standardized,longitude_standardized,beds_standardized,baths_standardized,sq_feet_standardized,nearestSchool_standardized,nearestPolice_standardized,restaurantCount_standardized,cemeteryCount_standardized,healthCareCount_standardized,placeOfWorshipCount_standardized,leisureCount_standardized,shopCount_standardized,tourismCount_standardized
51.289386,-114.0213568,>=2000,2,2.0,1056,1,1,1.7231998703800788,14.790527157457284,11,0,3,0,0,3,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5095788052309719,-0.33551331805077167,0.011428663462756623,0.5685187309944237,0.08240914145373632,-0.40302610596960975,0.3859946438384214,-0.590120217944027,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.39876950128764754,-0.6225070088140132,-0.3574490769569942
51.289386,-114.0213568,<2000,2,2.0,983,1,1,1.7231998703800788,14.790527157457284,11,0,3,0,0,3,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5095788052309719,-0.33551331805077167,0.011428663462756623,0.5685187309944237,-0.046621439961170116,-0.40302610596960975,0.3859946438384214,-0.590120217944027,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.39876950128764754,-0.6225070088140132,-0.3574490769569942
51.289386,-114.0213568,<2000,2,2.0,984,1,1,1.7231998703800788,14.790527157457284,11,0,3,0,0,3,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5095788052309719,-0.33551331805077167,0.011428663462756623,0.5685187309944237,-0.04485389775000702,-0.40302610596960975,0.3859946438384214,-0.590120217944027,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.39876950128764754,-0.6225070088140132,-0.3574490769569942
51.289386,-114.0213568,<2000,1,1.0,650,1,1,1.7231998703800788,14.790527157457284,11,0,3,0,0,3,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5095788052309719,-0.33551331805077167,-0.9668352441090436,-0.7585954733562923,-0.635212996278483,-0.40302610596960975,0.3859946438384214,-0.590120217944027,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.39876950128764754,-0.6225070088140132,-0.3574490769569942
51.2746543,-114.0191365,>=2000,5,3.5,2700,0,1,3.2406715698847988,13.239326481310297,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.5208361027815579,-0.3321053587467091,2.9462203861781577,2.5591900375204975,2.9882485366058757,-0.08369729370495979,0.29118898224105866,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.5586588941707124,-0.3574490769569942
51.2496146,-114.030942,>=2000,3,2.5,1341,0,0,6.136270299722042,10.33720266579026,2,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5399703068094326,-0.35022573147291947,0.989692571034557,1.2320758331697816,0.5861586716352204,0.5256373670308861,0.11381814131849531,-0.6752116559114341,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.710695656401211,-0.6863551234573142,-0.5675575997629827
51.251492859256,-114.012470104229,>=2000,2,2.5,1470,1,0,5.760155960597617,10.9345839497149,2,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5385350262021782,-0.3218730453240564,0.011428663462756623,1.2320758331697816,0.8141716168752605,0.4464898315430699,0.15032865135065507,-0.6752116559114341,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.710695656401211,-0.6863551234573142,-0.5675575997629827
51.27774,-114.0410613,<2000,2,1.0,757,0,0,3.5521459036822587,13.261808641906388,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5184781506747512,-0.36575793999677897,0.011428663462756623,-0.7585954733562923,-0.44608597968403113,-0.01815226304973957,0.2925630379272287,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.6225070088140132,-0.5675575997629827
51.2910811,-114.0512376,>=2000,3,2.5,1575,0,0,3.1482546423826245,14.653766693259326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.5082834866270096,-0.3813776383554918,0.989692571034557,1.2320758331697816,0.9997635490473862,-0.10314502884364452,0.37763617256644194,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.8666587339579926,-0.7502032381006152,-0.5675575997629827
51.2577473,-113.9910635,>=2000,3,2.5,1488,0,0,5.237988056684683,12.174325771207174,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5337556660151163,-0.2890158476253445,0.989692571034557,1.2320758331697816,0.8459873766761963,0.336607547337268,0.22609869542286215,-0.6846662601300348,-0.012317550292698928,-0.9663817214287386,-0.7396472884231193,-0.710695656401211,-0.7502032381006152,-0.5675575997629827
51.2920342,-114.0502138,>=2000,3,2.5,2100,0,0,3.039027445580231,14.765533676231644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.5075551707981841,-0.37980619812872635,0.989692571034557,1.2320758331697816,1.9277232099080146,-0.12613022918266215,0.38446710226391434,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.8666587339579926,-0.7502032381006152,-0.5675575997629827
51.2770614,-114.043381,<2000,2,1.0,900,0,0,3.710325792004253,13.164256693461407,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5189967060429596,-0.36931846929354994,0.011428663462756623,-0.7585954733562923,-0.19332744348770758,0.01513428580550667,0.2866008970162213,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.6225070088140132,-0.5675575997629827
51.2910811,-114.0512376,>=2000,3,2.5,2100,0,0,3.1482546423826245,14.653766693259326,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.5082834866270096,-0.3813776383554918,0.989692571034557,1.2320758331697816,1.9277232099080146,-0.10314502884364452,0.37763617256644194,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.8666587339579926,-0.7502032381006152,-0.5675575997629827
51.281783797677,-114.026080490738,>=2000,3,2.5,1400,0,0,2.627799698655022,13.893583238868116,6,0,3,0,0,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5153880637408362,-0.3427637552889881,0.989692571034557,1.2320758331697816,0.6904436620938433,-0.21266684666208857,0.3311755846894816,-0.6373932390370309,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.39876950128764754,-0.6225070088140132,-0.3574490769569942
51.261387745429,-113.977984683331,>=2000,3,2.5,1608,0,0,5.174194489389932,12.958628135787825,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.5309738025906018,-0.26894104919579376,0.989692571034557,1.2320758331697816,1.0580924420157685,0.32318316249964185,0.2740333731920451,-0.6846662601300348,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.7502032381006152,-0.5675575997629827
51.2623922,-114.0461869,<2000,2,1.0,1000,0,0,5.18393031798312,11.52175911737359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5302062439258293,-0.37362527153254627,0.011428663462756623,-0.7585954733562923,-0.016573222371397387,0.3252319193773415,0.1862153880568925,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.8666587339579926,-0.7502032381006152,-0.5675575997629827
51.2909238,-114.0421242,>=2000,3,1.5,1018,1,1,2.600056653503964,14.703760483415536,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5084036881587191,-0.3673893951804512,0.989692571034557,-0.09503837118093428,0.015242537429538447,-0.2185049480642981,0.3806916730083912,-0.6846662601300348,-0.012317550292698928,-0.8571423174817543,-0.7396472884231193,-0.5547325788444293,-0.7502032381006152,-0.5675575997629827
51.2660887,-113.9901988,<2000,2,1.0,792,1,1,4.366902184147648,13.035993113078224,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5273815461383569,-0.28768861148149183,0.011428663462756623,-0.7585954733562923,-0.3842220022933226,0.15330078968995503,0.27876173488583944,-0.6846662601300348,-0.012317550292698928,-0.9663817214287386,-0.7396472884231193,-0.710695656401211,-0.6863551234573142,-0.5675575997629827
51.2727522,-114.0360575,>=2000,3,2.5,1726,1,1,3.8355875638768255,12.771603805426254,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5222896014050024,-0.3580775604239183,0.989692571034557,1.2320758331697816,1.2666624229330146,0.041493718305822457,0.26260289508087375,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.6225070088140132,-0.5675575997629827
51.2727522,-114.0360575,>=2000,3,2.5,1704,1,1,3.8355875638768255,12.771603805426254,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5222896014050024,-0.3580775604239183,0.989692571034557,1.2320758331697816,1.2277764942874263,0.041493718305822457,0.26260289508087375,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.6225070088140132,-0.5675575997629827
51.2727522,-114.0360575,>=2000,2,2.5,1382,1,1,3.8355875638768255,12.771603805426254,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5222896014050024,-0.3580775604239183,0.011428663462756623,1.2320758331697816,0.6586279022929076,0.041493718305822457,0.26260289508087375,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.6225070088140132,-0.5675575997629827
51.2910811,-114.0512376,>=2000,4,2.5,2300,0,0,3.1482546423826245,14.653766693259326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.5082834866270096,-0.3813776383554918,1.9679564786063573,1.2320758331697816,2.281231652140635,-0.10314502884364452,0.37763617256644194,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.8666587339579926,-0.7502032381006152,-0.5675575997629827
51.2589463,-113.9768104,>=2000,3,2.5,1300,1,1,5.454358012126346,12.763680421936376,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5328394445496268,-0.267138630692228,0.989692571034557,1.2320758331697816,0.5136894409775332,0.38213930974410065,0.26211863690241977,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.7502032381006152,-0.5675575997629827
51.26992,-114.0429,<2000,1,1.0,1750,0,0,4.34457637153317,12.382908802332611,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.5244538402995479,-0.3685801778801245,-0.9668352441090436,-0.7585954733562923,1.309083436000929,0.14860266238560307,0.23884678957206598,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.7502032381006152,-0.5675575997629827
51.2810355,-114.0472916,<2000,2,1.0,700,0,0,3.564690128945139,13.569056875288076,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5159598789153507,-0.37532088592843277,0.011428663462756623,-0.7585954733562923,-0.5468358857203279,-0.01551252185701535,0.3113413123879676,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.710695656401211,-0.7502032381006152,-0.5675575997629827
51.2592925,-114.0290917,>=2000,2,2.5,1250,1,1,5.061312920398209,11.411273025385286,2,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5325748941982048,-0.34738568864073605,0.011428663462756623,1.2320758331697816,0.4253123304193781,0.2994289551793591,0.1794627433415252,-0.6752116559114341,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.710695656401211,-0.6863551234573142,-0.5675575997629827
51.2924668,-114.0097333,>=2000,1,1.0,700,1,1,1.20304411274455,15.322654018523671,12,0,4,0,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.5072245974821146,-0.3176722988323185,-0.9668352441090436,-0.7585954733562923,-0.5468358857203279,-0.5124849646307534,0.4185169601917354,-0.5806656137254262,-0.012317550292698928,-0.6386635095877856,-0.7396472884231193,0.22508280893947927,-0.7502032381006152,-0.3574490769569942
51.2625251,-114.0452084,<2000,1,1.0,550,0,0,5.138539198640944,11.54600650767173,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5301046877683975,-0.3721233627008671,-0.9668352441090436,-0.7585954733562923,-0.8119672173947933,0.3156800494929603,0.18769733034493657,-0.6941208643486356,-0.012317550292698928,-1.075621125375723,-0.7396472884231193,-0.8666587339579926,-0.7502032381006152,-0.5675575997629827
51.2815229,-114.0258838,>=2000,3,2.5,1500,1,1,2.648616627290077,13.868221070219656,6,0,3,0,0,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.5155874299226257,-0.3424618528296054,0.989692571034557,1.2320758331697816,0.8671978832101536,-0.20828624101507734,0.32962550982474287,-0.6373932390370309,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.39876950128764754,-0.6225070088140132,-0.3574490769569942
51.263773692711,-114.040650415869,>=2000,2,1.0,900,0,0,4.871336917764564,11.73277474110702,2,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5291505698005303,-0.36512727008859985,0.011428663462756623,-0.7585954733562923,-0.19332744348770758,0.2594513982340875,0.19911215642674618,-0.6752116559114341,-0.012317550292698928,-0.7479029135347699,-0.7396472884231193,-0.710695656401211,-0.6863551234573142,-0.5675575997629827
